review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R2OBX6DGK4TP2,B00FK56KL8,5.0 out of 5 stars Adds A New Dimension To Music.,Soundguy,5,"This subwoofer certainly adds body to any speaker system. My Minirig 3 and mini 2 have never sounded so good. Very good low end now and they sound complete. If you crank up the sound outside, this will add back the bass that is missing at higher volumes.","Reviewed in the United States October 13, 2022",AFEHM3FRY7ZV4Y52VEMTJFJUIFGA,True,1,Color: Black
R1P4UZWJ5IAVYF,B00FK56KL8,5.0 out of 5 stars Sounds great!,Mark S.,5,"Love the addition to my minirig 3 pair. Notice a big difference. As a side note, it matters where you plug the aux cable into, changes output from the sub. Loving messing around with my system. Several friends now are looking into getting their own system and then we're going to do a link up.","Reviewed in the United States July 27, 2019",AHAW3P3T5ISRD2O24SNNFGZWYDDA,True,5,Color: Black
R29BMELD3YUFMW,B00FK56KL8,4.0 out of 5 stars Almost high end sound,Christopher T. Kolb,4,"I first ordered the Minirig 3 speaker and then the subwoofer. Although there were some troubles with delivery of the Minirig 3 (it took nearly 6 weeks to arrive!), I'm very happy with the combination, which I use to play music stored on my laptop, mostly accoustic music of various kinds (classical, Irish and Scottish folk, Indian music, and American pop). Reviews of other Bluetooth speakers rave about ""booming base"" or exclaim over how loud the speakers get. If those kind of endorsements appeal to you, maybe you should look elsewhere. For me, a speaker review that touts ""booming base"" is almost a non-starter. I'd rather have no base at all than base that is boomy. The combination of the Minirig 3 and the Minirig subwoofer play plenty loud, but most importantly they produce very high-end reproduction. Highly recommended. Look for the video review by Todd Parker for an excellent review.","Reviewed in the United States April 17, 2023",AEDK4GS5IWMUOHRHJBP4LA2N5SVA,True,0,Color: Black
R3O0D6NL9J9A3I,B00FK56KL8,5.0 out of 5 stars A must for the full affect,Z,5,Adds so much bass to the mini rig 3. a must get!!!,"Reviewed in the United States December 16, 2020",AEZCQ54R3Y7DY56XKYPFBPTXCULA,True,1,Color: Black
RAMJPH1EE9S3X,B00FK56KL8,"4.0 out of 5 stars Terrible, lacking instructions. Poor UX for interfacing with the sub with more than one Minirig.",E,4,"As with the regular Minirigs, these things are confusing to use with inconsistent instructions/guidance online. Also wish it were wireless. like the Minirigs. The positive side is that these have nowhere near the amount of pairing issues as trying to pair two Minirigs to each other.It's a good portable, battery-powered sub. I'm actually looking forward to using it with other devices as well.","Reviewed in the United States July 4, 2023",AHJWQAPI5WHJ5ABXAHH22EJ35CZQ,True,0,Color: Black
R2G6KPE092X57M,B00FK56KL8,4.0 out of 5 stars A worthy upgrade to a solo minirig,Amazon Customer,4,"I've owned a minirig 3 for a couple years before buying this. It turns an already great portable speaker into a near perfect, slightly less portable setup. Only complaint sound wise is the crossover sometimes feels pretty high. It also triples the size of the setup. Still a great investment, can now fill a medium/large room with great sound.","Reviewed in the United States August 10, 2022",AEO3AH3KCGU5MVZODH77HYNYKEUQ,True,0,Color: Black
R3TQ5USO2B5CNK,B00FK56KL8,4.0 out of 5 stars Only 3 hours of high volume battery life. Great detailed tight bass. Zero response below 50hz,Charles Hodges,4,Advertised battery life must be like 50% volume on low gain mode or even lower. Anker motion boom has deeper bass. This has detailed bass but lacks bass extension below 50z which ruins some songs,"Reviewed in the United States April 7, 2022",AGHSCIPTIH3W5TQMHSVZO3Q6XJCA,True,0,Color: Black
R3GJFF2JAMCZ6B,B00FK56KL8,Excelente complemento para tu minirig,Mauricio,5,"Lo compre para conectarlo con mi bocina minirig y cambia el sonido por completo el sonido grave que emite es muy bueno, definitivamente vale la pena.","Reviewed in Mexico October 18, 2021",,True,1,Color: Black
R24VZIARGPXY09,B00FK56KL8,Great product in all important aspects. But...,javiej,5,"Sound: Best in the portable arena. Great for travel and also for the car (most cars have decent mids and treble but they lack base). This unit will solve it without being tied ""only"" to the car.Still not the best option for home, there is a said in the audio arena "" a sub under 10 inch is not a sub"", and this device is no exception (this is not about volume at all, but it can't be explained with words, you have to experience a 10inch sub even at low levels to understand what I mean ). But still pretty decent for home use (if you can't have a real sub). This device will make the difference between just listening music or really enjoying the sound.Look & feel: Brilliant. It feels premium in all aspects, and the sleeve is absolutely awesome. I didn't expect such a great design so it was a nice surprise.Audio compatibility: Amazing!. I was in doubt because I thought this device was overpriced, but this particular point was the very reason that made me click the ""buy it now"". This brand having their own speakers and not forcing you to use their own with the sub ? and in fact they make it trivial? no app or workarounds neccesary? Resisting the new Apple law to prosecute audio jacks at the cost of adding bluetooth latency, compression and connectivity issues ? ... that's very unique in the portable premium arena and it is the main reason I gave 5 stars. Even if it is not perfect in some other aspects this point is really a 6 star. A portable sub with standard in & out 3.5mm standard audio jacks and no obligatory bs., this is probably the only one. That is really what made me think: Uhm, there is a true audio guy in this company, they are not just tech hipsters, so I'm in.But .. yes there is a but,... the power connector...... why?In a 5V device in 2021 and at this price level it is almost unacceptable to not include a proper usb power connector (ideally usb-c, or at least a miserable micro usb). Instead they give you a 5V barrel without power supply and a ridiculous workaround in the cable for a weird usb with ""PD"" passtrough but no data ... They have invented a solution for a problem that didn't exist!, while creating other problems on the way.Come on at this price level if you say your device can act like a power bank you have to do it properly with a couple of usb connectors as everybody does, and those connectors only cost 1 pound. First thing because using standards cables is good for the planet, and second because accepting standard usb connections rather than a short Frankenstein cable would give us a lot of flexibility for charging and for the placement of the device , which in a sub it is an important thing, specially while travelling which is when you need to improvise those aspects all the time. Not to mention the inconveniences if we lose or break this absurd cable, which for most users it is just a question of time.But no worries nobody is perfect, and fortunately the in&out 3.5mm jacks compensates this point. So that's is a 5 star.","Reviewed in the United Kingdom August 16, 2021",,True,4,Color: Black
R3I7FPXPHEQEZO,B00FK56KL8,Buenísimos,JUAN,5,"Conectado al Minirig 3 suenan espectacular. Es una, pasada.","Reviewed in Spain August 1, 2021",,True,0,Color: Black
