review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
RCCKB7UX9YU1P,B07MQWG3PR,5.0 out of 5 stars Tribit MaxSound,Kindle Customer,5,"The Tribit MaxSound Plus, 24 watt speaker is impressive. I picked this particular speaker because I was also getting the Tribit Bluetooth speaker recommended by Wirecutter and National Geographic and wanted to compare. I am keeping both. The Max Sound connects easily with my tablet and phone. It is rugged enough to haul around the house and outside. The bass boost is fantastic. I have tried it with an audiobook, as a noise machine (the truck going up a hill is impressive). This speaker is great to have around. It is not the gold star of speakers, but the Tribit MaxSound Plus is an excellent, affordable addition to anyone's house.","Reviewed in the United States July 2, 2024",AHSEQIPV3CXTQGVHLAGU4TETUEZA,True,1,Color: Blue
R1NRN0JL66TMT0,B07MQWG3PR,"5.0 out of 5 stars A Good Sounding, Inexpensive Bluetooth Speaker",John M. Sully,5,"I purchased this product to replace a Logitech X300 I gave to a friend who was facing several months w/o his stereo and only a phone. The Logitech sounded pretty good for my purposes, which is basically replacing hotel room radios. I needed to get a replacement as I will be travelling in a month or so and Amazon had this on a deal, so I snapped it up.I was favorably impressed with the build quality of the speaker when first unboxing it. It feels solid, with a nice grippy exterior, good heft, and rubber sealed aux and power ports. The speaker is quite handsome, too in its elegant oval form and basic black color scheme. It is a little bit wider than the Logitech, but not as high. The buttons on top of the unit are glossy black on flat black and are easy to see. The one drawback is the multifunction ""Play"" button whose function varies depending on how many times you press it. Press once and you pause, press twice to skip forward a track, press 3 times to skip back. And everything changes if a call is coming in. Oh well, I usually use the phone for these functions anyway. Pairing with my phone was cake, put the phone into pairing mode, press the Bluetooth button, select the speaker as the device on the phone, and accept the pairing request. Easy, peasy.But this is a speaker and no matter how nice it looks or how reasonable the UI, how does it sound? First remember that this is a fairly cheap Bluetooth speaker and it has its limitations. I didn't expect it to sound as good as my ZVOX Soundbase that I use as a Bluetooth speaker in my bedroom when I am not using it as a speaker for my TV. I also didn't expect it to sound as good as the HEOS 3 wireless speaker I use in my office. And I certainly didn't expect it to sound as good as my main 5.1 system in my living room. That being said, it did not disappoint. The sound was quite a bit more lively than the Logitech. Without the XBASS turned on the bass is solid and balanced with the midrange and treble. Overall, the sound is pretty good, much better than the Logitech. However, on dense mixes the sound can get a little muddy, I heard this on some afro-beat stuff I listened to with lots of horns. I wouldn't hold this against it too much, since these sorts of tracks are difficult for just about any reasonably price speaker of any size. Dense horn mixes are hard. With XBASS turned on the bass becomes artificially bloated and tends to muddy the sound. This might work for bass heavy music but did not work for my ears.Overall, the sound was quite good for this type of speaker, especially given its price and form factor. I gave it four stars for sound quality in the universe of small speakers I have had experience with. In it's class, it gets five stars. For my purposes, replacing a lousy hotel radio, it is superb.","Reviewed in the United States March 11, 2020",AG23CZT7Z27IPZUEBQRGYX5NOAHA,True,7,Color: Black
R3JPI4WNEZC4A3,B07MQWG3PR,5.0 out of 5 stars I Never Know What to Expect........,Alphadog,5,"I never know what to expect when purchasing a sound device because I have hearing problems (highs are gone). I've learned to accept what I get most of the time. Before this purchase I was using a Philips 2 speaker bluetooth portable speaker which was giving me somewhat acceptable sound but lacking in definition. The reason for replacing it was because it was no longer reliable, having some power problems.I decided on the Tribit MaxSound Plus mainly because of the reviews. After all, I can't hear it through Amazon. I've had it now for just over 2 weeks and I'm loving it. I thought I would never use the Xbass but I actually leave it on all the time. It seems to give it the fullness it needs without overwhelming you with heavy bass. Super surprised and pleased!! The unit powers up and connects via bluetooth rather quickly. The bonus is that it actually does give you a 100 foot range (or more) on the bluetooth which was another surprise. This unit doesn't let things like walls or even buildings get in the way of reception. My Philips wasn't much distance at all and sometimes cut out if I just moved around. So, for the sound itself and the bluetooth range, I love it so far.But, there's always something I don't like so here it is........My Philips was about the same length but, it was thinner and lighter. I could slide it into my back pocket for example. No way in heck you can do that with the Tribit. It's HEAVY and kind of a round/triangle shape. No way to slide it into my pocket, any pocket (except a coat maybe). Also, the controls on top are almost invisible. The volume control on the Philips was easily turned up or down with a knob. The Tribit has a ""control panel"" on top that is like ""embossed"" so you can ""feel"" it I guess. You can hardly even see the controls because they are the same color as speaker enclosure. I'm turning it up and down frequently as well as pausing/changing songs and if I can't see what I want easily, it's no fun at all. I'm trying to learn the ""feel"" so I won't have a problem. BUT, if you want to turn it down quick, you're out of luck. Finding and pressing the + or - to increase or decrease the volume is not a good thing. Like my Philips, it too needs a knob of some kind. If nothing else, IT NEEDS A KNOB for volume only. The rest doesn't matter.I suppose the reason it's SO heavy is because of the great battery power. I have no idea how long it lasts (they claim it's 20 hours) but, I haven't run out of power yet between uses. One thing that doesn't matter to me so much but, it might bother others, is the fact that there is a LAG on the bluetooth like most products. Of course, you won't notice unless you are using it for videos.Also, I've had trouble skipping to the next song, or worse, the one after that. I end up changing it on my phone instead. I feel sure it's mostly me but still, not good.One last note.... A few times my song would speed up or something and sound weird but, not sure what that's all about. My phone or the Tribit??? Who knows. Maybe I can elaborate later.It's only been 2 wks so I'll update if the whole thing turns south but, for now, I believe it's a KEEPER mainly because it sounds so good to me!!!!!! Remember, I have hearing problems.Manufacturer.....Please put a volume knob on it and it will be almost perfect!!!!","Reviewed in the United States September 4, 2019",AGNCDBEVENI6OYJHT3LFNZOAHHSA,True,5,Color: Black
R1VWFUTQFI7I4L,B07MQWG3PR,4.0 out of 5 stars Great sound for the price!,Ismael Negron,4,"I have to first admit that I am a fan of Tribit. I got my first bt speaker from them a few years ago (a StormBox Pro, the black in the picture) during a Black Friday sale, and like it so much that eventually I ended up owning three!Anyway, so my daughter lost one of the SBPro's at Coachella last year, and I've been thinking about replacing it. When I saw this Tribit Max Sound Plus model on sale my interest was picked. I liked the ""pill"" form factor, that it came in blue (my daughter's favorite color), and the price was right.I have using it for about a week now and it pretty much parallels the pro's and con's of my other Tribit device. The sound quality is excellent for a device of this size. The bass is weak unless you turn on the X-Bass mode, and then it is good. Not as ""bumpy"" as the Bose SoundLink Mini, but at about a 7th of the price, it is great. The BT is strong and reliable (never had any issues), it keep playing in my basement office even when I went upstairs to my room. What I really like about Tribit is their ""Party Mode"", which allows multiple devices to be linked to play the same content, so you can place a bunch of them around an area and still cover it with soft music. I have enjoyed ""Party Mode"" with the SBPro's, but not the MaxSound Plus, since I currently own just one. However, my wife want to get one for her sister, so I will get a second one soon.The fact that it is IPX7 rated makes it perfect for use where it might get wet, or even submerged (up to 3 feet)...it does not flote, so... be careful.The battery does seem to take a while to fully charge, but last the whole fricking day (over 15 hours).Bottom line:Great sound with good bass (with XBass activated), strong BT connection, has a microphone for calls, waterproof but does not float.","Reviewed in the United States June 10, 2024",AED4VFHZR77VDBOMHOSZET4ITYFA,True,2,Color: Blue
R1E7BM5FBFYZI6,B07MQWG3PR,5.0 out of 5 stars No regrets with this speaker. Excellent for its price.,Kelly,5,"I bought the Tribit MaxSound Plus for $60 at the time, and my expectations were as such, but I was more than impressed. Out of the box, I was actually pleasantly surprised by how sturdy it felt. It's got the well-built mass one can appreciate by just holding it. It lends to a respectable amount of grip because of the rubberized matte finish over the whole thing. Its got a minimalistic black metal grill that sits flush with its contours and a cord lanyard for easy lugging around.The battery lasts quite a long time. I've used it over a month, 2-4 hours a day at a medium to loud volume level, and I've only had to charge it maybe two or three times. It charges via a USB-C port in the back, with the aux input right next it.The sound quality is very good. This is a $60 (at the time of writing) speaker we're talking about. And it's really, very good. There are 3 EQ modes: clean, XBass, and audiobook mode, which are indicated by LED. Music and audio playback is appreciably crisp, and is not distorted even at higher volume levels. While I will not praise (nor am I credible to say so at any rate) the speaker's range of frequency (especially how I wish there was just a teensy bit more treble dynamic range), it does a spectacular job of bringing balance, clarity, and tone, all where they need to be. And the oomph. Oh, the oomph. The lows are satisfyingly heavy for a small-form speaker and punchy enough without taking away from the overall balance.The Bluetooth is Bluetooth - I won't get into depth about it because Bluetooth tends to be atleast similar versions across platforms. But it's good. Only thing I'd gripe about is the speaker's relatively short timer turning off during inactivity, which can be annoying, because you would have to physically get up and press the speaker on again.Although I wouldn't bring this speaker for heavy-duty or ""rugged"" activities like camping or going to the beach, this speaker is perfect for casual listening and home or office/work use. It's powerful without being overwhelming, and it delivers. I'm very happy with my purchase. The Tribit MaxSound Plus is absolutely the bangin' for its buck.","Reviewed in the United States August 30, 2022",AENIUCNBAXSGADOA7G4AWSYVA5HA,True,14,Color: Black
RHJT1YPJ06X0F,B07MQWG3PR,5.0 out of 5 stars Good speaker,Elbereth5,5,"We've been using this speaker on our deck for a couple of weeks now. We've had zero problems connecting it to several different phones. They battery holds a charge for a long time, it's a good size and sounds great for such a small speaker. It's loud and seems to be well made. Very happy with the purchase and hope it holds up.","Reviewed in the United States June 12, 2024",AEQYX3XJL7R4UIQQLPWYOCTDE6PA,True,1,Color: Black
R3FUSDIONHGXG6,B07MQWG3PR,5.0 out of 5 stars Overall the best out of the 3 Tribit speakers I tested,RJM,5,"The media could not be loaded. I purchased all 3 Tribit products, StormBox Micro, Stormbox and Maxsound Plus for my own personal self-testing. I wanted to see if all the good review were true.In comparison to the other two lower models, this speaker has a good overall sound. From the Bass to Mids it sounds great and loud. Like the other models the sound comes off very clean, no static sound what so over or extra noise coming off the speaker grill. I played all different types of music racing from classical, instrumental, pop, hip-hop, rap, bass and rock.Songs played:* Dinah Jane - Bottled Up• Ed Sheeran (Camila Cabello & Cardi B) - South of the Border• Maroon 5 - Memories• Conkarah - Banana* George Winston - Variations on the Canon• Hilary Stagg - Easy Days• Guns n ' Roses - Sweet child of mine• Yiruma - River flows in you• Post Malone - Wow• Beyonce - Love on top• Cardi B - Bodak Yellow• Matisyahu - One Day• Lil Wayne - How to love• Notorious BIG - Hypnotize• Lil Waye - A Milli• Brennan Savage - To the MoonI didn't play it at 100% but at 75% it still sound clean and the speakers didn't sound like it was gonna pop. It plays the classical/instrumental songs as if it were a Bose speaker. This is not a surround sound movie theater speaker, but it does give off more of the sound than other models. I'm pretty sure if you get two MaxSound plus speakers it would sound like you had surround sound. I'd love to test two of these paired up.I thought I could pair up any other Tribit bluetooth speaker, but that didn't work. After several attempts It didn't pair up to the StormBox or Stormbox Micros. Another thing about the bluetooth is that I was able to control the song being played on the MaxSound Plus through the StormBox Speaker and the StormBox Micro. When I pressed the circle on the Stormbox or the square on the Stormbox Micro twice, whatever song is up next in the que started playing. When I press those buttons once the current song would be played on the speaker which I just pressed the button on. That feature I thought was neat. Sometimes also, when I play songs on the MaxSound Plus it would automatically switch other to the Micro on its own. That's why I gave it a 4 instead of 5. One thing that I did find kind of annoying while testing the speakers is that I would sometimes start the songs on the MaxSound Plus and seconds later the music would jump on its own to the micro. This happened more than twice. I know that the unit you play your Tribit speakers on remembers the last connections. But I tried having the Stormbox as the last speaker being played as well and it also randomly happened to play from the MaxSound plus to the Stormbox Micro. Please fix this issue.This product has some weight to it and is not light at all so I'd hate to drop it. When held in your hand the material is not slippery and you feel like you have a grip. Some speakers and headphones out there have this same mat finish and after a few year or when you don't use it it gets all sticky and starts to fall apart. I hope that this does not happen to the Tribit speakers. It has a lanyard that you can hold on to or latch it on to something like a back back. I'd probably take an S-Caribner with a bungee and put that in place of what is being used now if I were to hang it on to something like a backpack or bag.Battery seems to be good on the MaxSound Plus. It has an auto shut off feature if it hasn't been playing any sounds. This is also for the case for the Stormbox and Stormbox Micro. The Stormbox frequently turns itself off and I have to keep pairing it with the iPad or iPhone which is annoying. After about 20 minutes of not playing anything the MaxSound Plus is still synced while this StormBox Micro is still playing songs. The MaxSound Plus shuts off around 30 minutes of not being used.For the price this is a great speaker. I will have to update my review, if I get a second pair and try to pair the two same speakers. The Stormbox and Stormbox mini says you can pair two of the same speakers “Party Mode”, but I didn’t see that int he manual. Also this came with an audio cable for those that do not have bluetooth capability.I would most likely keep this, the MaxSound Plus or the StormBox Micro since I experienced bluetooth and power issues with the StormBox. The MaxSound is good for an all day outing even overnight trip. 20 hours of play is awesome!","Reviewed in the United States August 6, 2020",AEZPYGQIA7VIEBXX4Z4WGKP7LBMQ,True,68,Color: Black
R1ZICJVEVL4I8Z,B07MQWG3PR,5.0 out of 5 stars Great Portable Performer,BDM,5,"You'll notice the heft of this unit right away when taking it out of its packaging. It is surprisingly heavy for its size - much heavier than older bluetooth speakers I have of similar size.The sound quality is very good for what it is. The extra bass mode has its own button, and for my tastes, I've toggled back and forth but prefer to leave it on. Like most speakers, if you can put this near a wall, a back splash on your kitchen counter or bathroom sink, etc., you'll get more sound radiating towards you and the sound will seem to have more depth.Like another reviewer, I bought this case for the MaxSound Plus, and it is a very nice and fairly snug fit, alghough there is still some room above/below the speaker in the mesh, velcro sealed compartment for a few cords and other small items: https://www.amazon.com/gp/product/B071F4J8Q1/I don't have this speaker's little brother to compare it to, but I'll be honest and say that I expected just a little bit more based on the reviews I read... a little more bass, a little more volume - that is, until I did an A/B comparison with some of my older bluetooth speakers. That's when I realized that my expectations were too high, and this speaker is exponentially better in every way than what I had been using.Here are three of the ways I've used this and how it performed:First, I took my sons and their friend to a local field and we practiced shooting soccer balls on a very windy day. I put the speaker on a camp chair about 15-20 yards from where we were playing, and I maxed it out (phone and speaker volumes). It sounded very loud close to the chair, but where we were, it was just a nice background sound. If you're trying to rock a noisy party, then expect to just have some nice sound to hear in the background. If it will be fairly peaceful and you'll be close by, then you can expect to have good volume with a fairly full sound. This speaker has a flat curve to, I believe, around 50Hz. The bass is surprising, but don't expect the feel of a subwoofer - something that can physically move a lot of air and create a lot of sound pressure - especially outdoors.The second is very similar to the first. We used it in the back of my Yukon with the tailgate up on an even windier day (like too windy to talk on the phone windy), and the sound was great as long as we were within 10 feet of the truck or so.The third is what has me most excited. My wife was cleaning the house, and my boys and I wanted to watch a movie. We layed 3 wide on my oldest's bed and streamed Netflix to a 10"" tablet. We used this MaxSound Plus for the sound, wtih the extra bass feature on, and just had the speaker behind the tablet on my lap. The sound quality was full and simply excellent for this purpose, and we never went above half volume on the tablet.If the speaker is connected to a source, you can't take it away, but the MaxSound Plus does have a separate bluetooth button. Just hit it and connect with a different device if you wish.All in all, I'm very pleased wtih my purchase, as this is a nice portable unit that fits most if not all of my needs. Really, the only other speaker I'm considering purchasing to round out my needs is this one: https://www.amazon.com/gp/product/B00WF78GS4/. For the rest, this one has it covered.Let me know if you have any questions. I've built many of my own bookshelf speakers and subwoofers, as well as my own portable bluetooth speaker. I've probably spent between $30k-$40k over the years on audio equipment alone. I know enough to at least try to help out. Thanks for reading!","Reviewed in the United States April 15, 2019",AGIMDEIHA7H6X6E67CIQDJM7SB2Q,True,22,Color: Black
RO1DBHSPL36M4,B07MQWG3PR,"4.0 out of 5 stars Blown away by this speaker, but BT buzz/hiss caused me to rate it lower than I wanted to",Xmetal,4,"Update: The problem is still there and so annoying (BECAUSE this would be and ... to be fair still is, along with this speaker's ""little brother"" the XSound Go .... my favorite or at least tied for being my favorite) .. The sound issue still happens but its mainly an issue at lower (like the LOWEST volumes) ... the ""buzzing/bt"" sound is always in the background BUT if you turn the volume up, you will probably not even notice an issue (and the sound of the audio, no matter the EQ setting IS that good) ... I dont want to get nutty with fractions/decimals but i bumped the 3 out of 5 to a 4 out of 5 ... 3 seemed low even with this problem ... i'd say .... a 3 3/4 or 3.75 would be my score ... maybe a 4.5 out of 5 would have been my score (even with lower battery life than the Xsound Go) if it just didn't have that ""buzzing"" or ""hum"" sound. If it were my perfect speaker (the battery life of the XSound Go, but the EQ settings this speaker does have now... i'd give it a 5 out of 5 and i never give that rating out figuring ""something can always be better""---------------------------------I am redoing part of what I had pre-written in a review to post after dealing with Tribit/Tribit’s parent company (they are a blast to deal with) and received a second unit that I just tested with two devices and it not only has the same issue .. it may be worse (louder) … I love Tribit speakers and the same devices with a two Xsound Surfs and two different Xsound Gos (lower on the product line) DO NOT have this issue. The TL:DR of it is a static/buzz/interference issue I keep hearing … the low end LFS speaker I got for $15 years ago is the only one with this same type of buzzing/humm…. OTHER THAN this very annoying issue .. and maybe wishing the battery life was better (The cheaper Xsound Go should not have BETTER battery life in my view) … well other than that .. this speaker blows me away and SOMEHOW is still one of my favorites but due to both having an annoying static/buzz .. my Tribit Xsound GO may still be my favorite model speaker.Pros:- the Sound … OH BOY THE SOUND. They keep taking the lower models (Xsound Surf ~~> XSound Go ~> MaxSound Plus) and making it better. HOW? … I feel the only issue with the Surf or the GO, is that sometimes in some lower volumes, and some genres, it sounds GREAT .. but a little too “boomy” …like a good Subwoofer on a track that doesn’t need a Subwoofer “thump” to the sound. The sound is TOTALLY a “clean” thump/bass but not always needed and to be honest… I have no issue with that really … the sound of the Surf and the Go is so good, I am “yeah I can live with that”.That is where the EQ built into the MaxSound Plus comes in. I have some other speakers or earbuds where there are built in Eqs but they almost seem gimmicky at times. Like maybe one is the best but the others are not that good. This is NOT the case with the MaxSound Plus.Music Mode is the sort of default mode (it DOES remember the last mode it was on, by the way) that sounds good but while I here a good thump in the bass, its not overdone on the tracks I have listened to so far. Bass Mode (whatever they call it) is a better sound than the Surf and the Go, but I’d say the same profile with boosted bass … STILL not overdone where it muddies things up …I have not listening to rap yet on this speaker but I think genres like that may benefit from the extra bass. It’s NOT an extra bass that distorts everything, I’d say .. though I admit I don’t turn these speakers up full volume as that would just be too loud for me anyway.THE MODE THAT SHOCKED ME not because it sounds the best, but because of what I have heard from others who LOVE the MaxSound Plus, but say “yeah … ‘audio book mode’ is useless and you will never use it”… I figured I’d have the same view but I was WRONG. On some jazz/instrumental tracks it sounds great in all three modes and “audio book mode” I think they are calling it is … more of a “flatter” or more balanced EQ where the low and high ends are not overstated.Honestly I have an Ortizan X10 that while I don’t dislike … sounds of even on it’s best EQ setting. honestly … The Maxsound Plus’s audio-book mode sounds better than the “Dynamic” (I forgot if they have a name for it) Ortizan X10 Dynamic EQ mode. Things like in the other two Tribit models I have .. just sound Dynamic BUT balanced and crisp/clear.I know everyone has different experiences (look at the buzz/static issue I mentioned) … but I don’t hear the “sounds like a tin can” or “this sounds terrible .. there is no bass in any EQ mode” sound of the other negative reviews say. It’s that buzz/hum on my units that drive me nuts … everything else sounds GREAT.I did buy mine at a discount and … while I love all of this … I have seen the MaxSound Plus at double the price of Tribit’s XSound GO… “is it worth it?” … eh .. I cant say “no” but also considering that much of a price difference (again that is not what I paid for mine) … the GO is REALLY good too.This may sound odd (esp since I don’t turn up the volume all the way) but … there seems to be a “power” to the MaxSound Plus (the XSound Go is not far off) where it SEEMS like if you want to turn it up and have the same good audio the speaker wouldn’t have an issue with it, .. unlike some speakers you may here where past say 60 or 70% volume things get distorted. Again I have NOT tested this.- Build Quality – this is typical for Tribit speakers and that just means a great build quality- Connection – this connects pretty fast and I have had ZERO hiccups in the sound cutting out or disconnecting … though the battery life not being as long as I’d hope may have caused it to shut off once and the life was showing 50% left when I reconnected.. .not sure what happened thereUnsure thoughts:- Eh I cant say this how low battery life and even if it did, I’d be ok with it up to a point. I know its not what is advertised and my Xsound GO’s seem to last longer..Comments:- this speaker is bigger than the Xsound Go by a little bit and I wasn’t expecting that much of a difference … not a pro .. not a con (unless you really want a small speaker) .. I can live with this.------------------------------------------------------------I am so disappointed in this speaker.. mainly due to the buzz/static sound. I can even live with the battery life thing … the REASON I am so disappointed is that if it did not have that static/buzz (again two different units) .. this speaker MAY get a 5 out of 5 from me .. maybe 4.5 out of 5 due to the battery life being lower then Tribit’s XSound Go. I have to go on my experience with the speaker and give it a lower grade than I want … again if it wasn’t for that buzz (and if I find a way around that with the devices I want to use it with I will post an update, increasing the rating) … this may be a 4.5 out of 5 and one of my favorite speakers I own .. with that issue it … IRONICALLY is still up there. The issue I have had (not in the Xsound GO with the same devices) .. may keep the Xsound GO as my #1 favorite though.I know some who have no issue with static or buzzing (my way of describing it) .. maybe it’s my devices. I WILL NOT say avoid this, but I just note my issue. (really a single issue) … I have to give Tribit/Thousandshores a 5+ out of 5 for support. I … I don’t see myself contacting them about the replacement. I got the first at as discount and the second speaker for free, and .. I think I can live with the issues.Overall the Tribit Xsound Go maybe a better (esp with battery life and cheaper price) bang for your buck, purchase.In case it’s not apparent .. I am more DISAPPOINTED as this is not usually a problem I have with Tribit products and as I said .. without the issue with the buzz, it WOULD BE a co favorite with my Tribit XSound Go's .. mainly because the Go's have a better battery … I DON'T hate the MSP .. I hate the issue I have had with such a GREAT speaker.","Reviewed in the United States April 5, 2024",AHSKKWKFQ2CEAY2OXB7YBOKFD2KA,True,0,Color: Black
R2YVOI80Y3W5SO,B07MQWG3PR,5.0 out of 5 stars Small and BIG,DAnderle,5,"These speakers are small and pack Great Sound punch. These pound-ish speakers replaced ones that were about 6 lb each! And not just because they were so much smaller, but because the sound was equal to one's five times their size and weight. So much better for traveling. Had an issue that the manufacturer solved. I've now upgraded sticking with newer versions of this brand. Love them.","Reviewed in the United States July 10, 2024",AEQBOXRPDT5C7NZC3FY4YB5J3KGA,True,0,Color: Black
